fishname
african glass catfish
african lungfish
aholehole
airbreathing catfish
airsac catfish
alaska blackfish
albacore
alewife
alfonsino
algae eater
alligatorfish
alligator gar
amberjack
american sole
amur pike
anchovy
anemonefish
angelfish
angler
angler catfish
anglerfish
antarctic cod
antarctic icefish
antenna codlet
arapaima
archerfish
arctic char
armored gurnard
armored searobin
armorhead
armorhead catfish
armoured catfish
arowana
arrowtooth eel
aruana
asian carps
asiatic glassfish
atka mackerel
atlantic bonito
atlantic cod
atlantic herring
atlantic salmon
atlantic sharpnose shark
atlantic saury
atlantic silverside
australasian salmon
australian grayling
australian herring
australian lungfish
australian prowfish
ayu
baikal oilfish
bala shark
ballan wrasse
bamboo shark
banded killifish
bandfish
banjo
bangus
banjo catfish
bank sea bass
barb
barbel
barbeled dragonfish
barbeled houndshark
barbel-less catfish
barfish
barracuda
barracudina
barramundi
barred danio
barreleye
basking shark
bass
basslet
batfish
bat ray
beachsalmon
beaked salmon
beaked sandfish
beardfish
beluga sturgeon
bengal danio
betta
bichir
bicolor goat fish
bigeye
bigeye squaretail
bighead carp
bigmouth buffalo
bigscale
bigscale pomfret
billfish
bitterling
black angelfish
black bass
black dragonfish
blackchin
blackfin tuna
blackfish
black neon tetra
blacktip reef shark
black mackerel
black scalyfin
black sea bass
black scabbardfish
black swallower
black tetra
black triggerfish
bank sea bass aka yellow sea bass
bleak
blenny
blind goby
blind shark
blobfish
blueline tilefish
blowfish
blue catfish
blue danio
blue-redstripe danio
blueline tilefish
blue eye
bluefin tuna
bluefish
bluegill
blue gourami
blue shark
blue triggerfish
blue whiting
bluntnose knifefish
bluntnose minnow
boafish
boarfish
bobtail snipe eel
bocaccio
boga
bombay duck
bonefish
bonito
bonnetmouth
bonytail chub
bronze corydoras
bonytongue
bowfin
boxfish
bramble shark
bream
brill
bristlemouth
bristlenose catfish
broadband dogfish
brook lamprey
brook trout
brotula
brown trout
buffalo fish
bullhead
bullhead shark
bull shark
bull trout
burbot
bumblebee goby
buri
burma danio
burrowing goby
butterfish
butterfly ray
butterflyfish
california flyingfish
california halibut
canary rockfish
candiru
candlefish
capelin
cardinalfish
cardinal tetra
carp
carpetshark
carpsucker
catalufa
catfish
catla
cat shark
cavefish
celebes rainbowfish
central mudminnow
chain pickerel
channel bass
channel catfish
char
cherry salmon
chimaera
chinook salmon
cherubfish
chub
chubsucker
chum salmon
cichlid
cisco
climbing catfish
climbing gourami
climbing perch
clingfish
clownfish
clown loach
clown triggerfish
cobbler
cobia
cod
cod icefish
codlet
codling
coelacanth
coffinfish
coho salmon
coley
collared carpetshark
collared dogfish
colorado squawfish
combfish
combtail gourami
combtooth blenny
common carp
common tunny
conger eel
convict blenny
convict cichlid
cookie-cutter shark
coolie loach
cornetfish
cowfish
cownose ray
cow shark
crappie
creek chub
crestfish
crevice kelpfish
croaker
crocodile icefish
crocodile shark
crucian carp
cuckoo wrasse
cusk
cusk-eel
cutlassfish
cutthroat eel
cutthroat trout
dab
dace
daggertooth pike conger
damselfish
danio
darter
dartfish
dealfish
death valley pupfish
deep sea eel
deep sea smelt
deepwater cardinalfish
deepwater flathead
deepwater stingray
delta smelt
demoiselle
denticle herring
desert pupfish
devario
devil ray
dhufish
discus
new zealand sand diver
dogfish
dogfish shark
dogteeth tetra
dojo loach
dolly varden trout
dolphin fish
dorab
dorado
dory
dottyback
dragonet
dragonfish
dragon goby
driftfish
driftwood catfish
drum
duckbill
duckbill eel
dusky grouper
dusky shark
dwarf gourami
dwarf loach
eagle ray
earthworm eel
eel
eel cod
eel-goby
eelpout
eeltail catfish
elasmobranch
electric catfish
electric eel
electric knifefish
electric ray
elephant fish
elephantnose fish
elver
ember parrotfish
emerald catfish
emperor
emperor angelfish
emperor bream
escolar
eucla cod
eulachon
european chub
european eel
european flounder
european minnow
european perch
false brotula
false cat shark
false moray
false trevally
fangtooth
fathead sculpin
featherback
fierasfer
fire goby
filefish
finback cat shark
fingerfish
fire bar danio
firefish
flabby whale fish
flagblenny
flagfin
flagfish
flagtail
flashlight fish
flatfish
flathead
flathead catfish
flier
flounder
flying gurnard
flying fish
footballfish
forehead brooder
four-eyed fish
french angelfish
freshwater eel
freshwater hatchetfish
freshwater shark
frigate mackerel
frilled shark
frogfish
frogmouth catfish
fusilier fish
galjoen fish
gag grouper
ganges shark
gar
garden eel
garibaldi
garpike
ghost fish
ghost flathead
ghost knifefish
ghost pipefish
ghost shark
ghoul
giant danio
giant gourami
giant sea bass
gibberfish
gila trout
gizzard shad
glass catfish
glassfish
glass knifefish
glowlight danio
goatfish
goblin shark
goby
golden dojo
golden loach
golden shiner
golden trout
goldeye
goldfish
gombessa
goosefish
gopher rockfish
gourami
grass carp
graveldiver
grayling
gray mullet
gray reef shark
gray trout
great white shark
green swordtail
greeneye
greenling
grenadier
green spotted puffer
ground shark
grouper
grunion
grunt
grunter
grunt sculpin
gudgeon
guitarfish
gulf menhaden
gulper eel
gulper
gunnel
guppy
gurnard
haddock
hagfish
hairtail
hake
halfbeak
halfmoon
halibut
halosaur
hamlet
hammerhead shark
hammerjaw
handfish
hardhead catfish
harelip sucker
hatchetfish
hawkfish
herring
herring smelt
hickory shad
hillstream loach
hog sucker
hoki
horn shark
horsefish
houndshark
huchen
humuhumunukunukuapua'a
hussar
icefish
ide
ilisha
inanga
inconnu
jack
jackfish
jack dempsey
japanese eel
javelin
jawfish
jellynose fish
jewelfish
jewel tetra
jewfish
john dory
kafue pike
kahawai
kaluga
kanyu
kelp perch
kelpfish
killifish
king of the herrings
kingfish
king-of-the-salmon
kissing gourami
knifefish
knifejaw
koi
kokanee
kokopu
kuhli loach
labyrinth fish
ladyfish
lagena
lake chub
lake trout
lake whitefish
lampfish
lamprey
lancetfish
lanternfish
largemouth bass
leaffish
leatherjacket
lefteye flounder
lemon shark
lemon sole
lemon tetra
lenok
leopard danio
lightfish
limia
lined sole
ling
ling cod
lionfish
little tunny
livebearer
lizardfish
loach
loach catfish
loach goby
loach minnow
longfin
longfin dragonfish
longfin escolar
longfin smelt
long-finned char
long-finned pike
longjaw mudsucker
longneck eel
longnose chimaera
longnose dace
longnose lancetfish
longnose sucker
longnose whiptail catfish
long-whiskered catfish
loosejaw
lost river sucker
louvar
loweye catfish
luderick
luminous hake
lumpsucker
lungfish
mackerel
mackerel shark
madtom
mahi-mahi
mahseer
mail-cheeked fish
mako shark
mandarin fish
manefish
man-of-war fish
manta ray
marblefish
marine hatchetfish
marlin
masu salmon
medaka
medusafish
megamouth shark
menhaden
merluccid hake
mexican golden trout
midshipman fish
milkfish
minnow
minnow of the deep
modoc sucker
mojarra
mola
monkeyface prickleback
monkfish
mooneye
moonfish
moorish idol
mora
moray eel
morid cod
morwong
moses sole
mosquitofish
mouthbrooder
mozambique tilapia
mrigal
mud catfish
mudfish
mudminnow
mud minnow
mudskipper
mudsucker
mullet
mummichog
murray cod
muskellunge
mustache triggerfish
mustard eel
naked-back knifefish
nase
needlefish
neon tetra
new world rivuline
new zealand smelt
nibble fish
noodlefish
north american darter
north american freshwater catfish
north pacific daggertooth
northern anchovy
northern clingfish
northern lampfish
northern pike
northern sea robin
northern squawfish
northern stargazer
nurseryfish
nurse shark
oarfish
ocean perch
ocean sunfish
oceanic whitetip shark
oilfish
oldwife
old world knifefish
olive flounder
opah
opaleye
orange roughy
orangespine unicorn fish
orangestriped triggerfish
orbicular batfish
orbicular velvetfish
oregon chub
oriental loach
oscar
owens pupfish
pacific albacore
pacific cod
pacific hake
pacific herring
pacific lamprey
pacific salmon
pacific saury
pacific trout
pacific viperfish
paddlefish
pancake batfish
panga
paradise fish
parasitic catfish
parore
parrotfish
peacock flounder
peamouth
pearleye
pearlfish
pearl danio
pearl perch
pelagic cod
pelican eel
pelican gulper
pencil catfish
pencilfish
pencilsmelt
peppered corydoras
perch
peters' elephantnose fish
pickerel
pigfish
pike conger
pike eel
pike
pikeblenny
pikeperch
pilchard
pilot fish
pineapplefish
pineconefish
pink salmon
píntano
pipefish
piranha
pirarucu
pirate perch
plaice
platy
platyfish
pleco
plownose chimaera
poacher
pollyfish
pollock
pomfret
pompano
pompano dolphinfish
ponyfish
popeye catalufa
porbeagle shark
porcupinefish
porgy
port jackson shark
powen
prickleback
pricklefish
prickly shark
prowfish
pufferfish
pumpkinseed
pupfish
